CNES,CODUFMUN,COD_CEP,CPF_CNPJ,PF_PJ,NIV_DEP,CNPJ_MAN,COD_IR,REGSAUDE,MICR_REG,DISTRSAN,DISTRADM,VINC_SUS,TPGESTAO,ESFERA_A,RETENCAO,ATIVIDAD,NATUREZA,CLIENTEL,TP_UNID,TURNO_AT,NIV_HIER,TERCEIRO,TP_PREST,GESPRG1E,GESPRG1M,GESPRG2E,GESPRG2M,GESPRG4E,GESPRG4M,NIVATE_A,GESPRG3E,GESPRG3M,GESPRG5E,GESPRG5M,GESPRG6E,GESPRG6M,NIVATE_H,AP01CV01,AP01CV02,AP01CV05,AP01CV06,AP01CV03,AP01CV04,AP01CV07,AP02CV01,AP02CV02,AP02CV05,AP02CV06,AP02CV03,AP02CV04,AP02CV07,AP03CV01,AP03CV02,AP03CV05,AP03CV06,AP03CV03,AP03CV04,AP03CV07,AP04CV01,AP04CV02,AP04CV05,AP04CV06,AP04CV03,AP04CV04,AP04CV07,AP05CV01,AP05CV02,AP05CV05,AP05CV06,AP05CV03,AP05CV04,AP05CV07,AP06CV01,AP06CV02,AP06CV05,AP06CV06,AP06CV03,AP06CV04,AP06CV07,AP07CV01,AP07CV02,AP07CV05,AP07CV06,AP07CV03,AP07CV04,AP07CV07,ATEND_PR,IDEQUIPE,TIPO_EQP,NOME_EQP,ID_AREA,NOMEAREA,ID_SEGM,DESCSEGM,TIPOSEGM,DT_ATIVA,DT_DESAT,QUILOMBO,ASSENTAD,POPGERAL,ESCOLA,INDIGENA,PRONASCI,MOTDESAT,TP_DESAT,COMPETEN,NAT_JUR
2566966,420220,89124000,00000000000000,3,3,83102780000108,,9,,,,1,M,,,04,,01,02,03,,,99,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420220000401563947,70,CENTRO,4202200004,CENTRO,42022001,URBANO,1,201501,900001,0,0,0,0,0,0,00,0,202202,1244
2566966,420220,89124000,00000000000000,3,3,83102780000108,,9,,,,1,M,,,04,,01,02,03,,,99,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420220000200400963,70,CENTRO,4202200002,CENTRO,42022001,URBANO,1,200703,900001,0,0,0,0,0,0,00,0,202202,1244
2566974,420220,89124000,00000000000000,3,3,83102780000108,,9,,,,1,M,,,04,,01,02,03,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420220000501607642,70,BARRA SAO JOAO,4202200005,BARRA SAO JOAO,42022001,URBANO,1,201607,900001,0,0,0,0,0,0,00,0,202202,1244
2566982,420220,89124000,00000000000000,3,3,83102780000108,,9,,,,1,M,,,04,,01,02,03,,,99,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420220000100400971,70,SANTA MARIA,4202200001,SANTA MARIA,42022001,URBANO,1,200703,900001,0,0,0,0,0,0,00,0,202202,1244
2566990,420220,89124000,00000000000000,3,3,83102780000108,,9,,,,1,M,,,04,,01,02,03,,,99,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420220000101953427,71,SB ALTO BENEDITO,4202200001,SANTA MARIA,42022001,URBANO,1,202006,900001,0,0,0,0,0,0,00,0,202202,1244
2566990,420220,89124000,00000000000000,3,3,83102780000108,,9,,,,1,M,,,04,,01,02,03,,,99,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420220000300400998,70,ALTO BENEDITO NOVO,4202200003,ALTO BENEDITO NOVO,42022001,URBANO,1,200703,900001,0,0,0,0,0,0,00,0,202202,1244
7395914,420220,89124000,00000000000000,3,3,83102780000108,,,,,,1,M,,,04,,02,71,03,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420220000101503111,72,NASF BENEDITO NOVO,4202200001,SANTA MARIA,42022001,URBANO,1,201301,900001,0,0,0,0,0,0,00,0,202202,1244
0312657,420230,88161586,00000000000000,3,3,00394544004687,,18,,,,1,M,,,04,,,72,03,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420230000102129574,08,EMSI - P. B. FLORIANOPOLIS,4202300001,TRES RIACHOS,42023002,RURAL,2,201001,900001,0,0,0,0,0,0,00,0,202202,1015
2418525,420230,88164183,00000000000000,3,3,82892308000153,,18,,,,1,M,,,04,,03,02,03,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420230002101518674,70,SANTA CATARINA,4202300021,SANTA CATARINA,42023002,RURAL,2,201403,900001,0,0,0,0,0,0,00,0,202202,1244
2418541,420230,88170970,00000000000000,3,3,82892308000153,,18,,,,1,M,,,04,,03,02,03,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420230001500401005,70,SOROCABA DE DENTRO,4202300015,SOROCABA DE DENTRO,42023002,RURAL,2,201012,900001,0,0,0,0,0,0,00,0,202202,1244
2418568,420230,88169899,00000000000000,3,3,82892308000153,,18,,,,1,M,,,04,,03,02,03,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420230000100401013,70,TRES RIACHOS,4202300001,TRES RIACHOS,42023002,RURAL,2,200108,900001,0,0,0,0,0,0,00,0,202202,1244
2418568,420230,88169899,00000000000000,3,3,82892308000153,,18,,,,1,M,,,04,,03,02,03,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420230000101774123,71,TRES RIACHOS - SAUDE BUCAL,4202300001,TRES RIACHOS,42023002,RURAL,2,200108,900001,0,0,0,0,0,0,00,0,202202,1244
2418576,420230,88168380,00000000000000,3,3,82892308000153,,18,,,,1,M,,,04,,03,02,03,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,420230000200401021,70,TIJUQUINHAS,4202300002,TIJUQUINHAS,42023002,RURAL,2,200108,900001,0,0,0,0,0,0,00,0,202202,1244
3387453,420230,88160768,00000000000000,3,3,82892308000153,,18,,,,1,M,,,04,,03,02,04,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420230001200401048,70,MARCO ANTONIO,4202300012,MARCO ANTONIO,42023001,URBANO,1,200109,900001,0,0,0,0,0,0,00,0,202202,1244
3387453,420230,88160768,00000000000000,3,3,82892308000153,,18,,,,1,M,,,04,,03,02,04,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420230002301590863,70,MARCOS ANTONIO III,4202300023,MARCOS ANTONIO III,42023001,URBANO,1,201510,900001,0,0,0,0,0,0,00,0,202202,1244
3387453,420230,88160768,00000000000000,3,3,82892308000153,,18,,,,1,M,,,04,,03,02,04,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420230001300401056,70,MARCO ANTONIO II,4202300013,MARCO ANTONIO II,42023001,URBANO,1,200703,900001,0,0,0,0,0,0,00,0,202202,1244
3387453,420230,88160768,00000000000000,3,3,82892308000153,,18,,,,1,M,,,04,,03,02,04,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420230000101774360,71,MARCOS ANTONIO - SAUDE BUCAL,4202300001,TRES RIACHOS,42023002,RURAL,2,200108,900001,0,0,0,0,0,0,00,0,202202,1244
3387496,420230,88162116,00000000000000,3,3,82892308000153,,18,,,,1,M,,,04,,03,02,03,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420230002702238640,70,JARDIM JANAINA III,4202300027,JARDIM JANAINA III,42023001,URBANO,1,202201,900001,0,0,0,0,0,0,00,0,202202,1244
3387496,420230,88162116,00000000000000,3,3,82892308000153,,18,,,,1,M,,,04,,03,02,03,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420230000800401064,70,JARDIM JANAINA,4202300008,JARDIM JANAINA,42023001,URBANO,1,200109,900001,0,0,0,0,0,0,00,0,202202,1244
3387496,420230,88162116,00000000000000,3,3,82892308000153,,18,,,,1,M,,,04,,03,02,03,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420230001700401072,70,JARDIM JANAINA II,4202300017,JARDIM JANAINA II,42023001,URBANO,1,201301,900001,0,0,0,0,0,0,00,0,202202,1244
3387682,420230,88160706,00000000000000,3,3,82892308000153,,18,,,,1,M,,,04,,03,02,03,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420230000900401080,70,BOM VIVER,4202300009,BOM VIVER,42023001,URBANO,1,200109,900001,0,0,0,0,0,0,00,0,202202,1244
3387682,420230,88160706,00000000000000,3,3,82892308000153,,18,,,,1,M,,,04,,03,02,03,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420230002502238624,70,BOM VIVER II,4202300025,BOM VIVER II,42023001,URBANO,1,202201,900001,0,0,0,0,0,0,00,0,202202,1244
3387690,420230,88168556,00000000000000,3,3,82892308000153,,18,,,,1,M,,,04,,03,02,03,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420230001600401099,70,CACHOEIRAS,4202300016,CACHOEIRAS,42023002,RURAL,2,201103,900001,0,0,0,0,0,0,00,0,202202,1244
3387690,420230,88168556,00000000000000,3,3,82892308000153,,18,,,,1,M,,,04,,03,02,03,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420230000101774956,71,CACHOEIRAS - SAUDE BUCAL,4202300001,TRES RIACHOS,42023002,RURAL,2,201103,900001,0,0,0,0,0,0,00,0,202202,1244
3387690,420230,88168556,00000000000000,3,3,82892308000153,,18,,,,1,M,,,04,,03,02,03,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420230002602238632,70,CACHOEIRAS II,4202300026,CACHOEIRAS II,42023001,URBANO,1,202201,900001,0,0,0,0,0,0,00,0,202202,1244
3387704,420230,88161370,00000000000000,3,3,82892308000153,,18,,,,1,M,,,04,,03,02,04,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420230002402238616,70,FUNDOS IV,4202300024,FUNDOS IV,42023001,URBANO,1,202201,900001,0,0,0,0,0,0,00,0,202202,1244
3387704,420230,88161370,00000000000000,3,3,82892308000153,,18,,,,1,M,,,04,,03,02,04,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420230000500401102,70,FUNDOS,4202300005,FUNDOS,42023001,URBANO,1,200109,900001,0,0,0,0,0,0,00,0,202202,1244
3387704,420230,88161370,00000000000000,3,3,82892308000153,,18,,,,1,M,,,04,,03,02,04,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420230001000401129,70,FUNDOS II,4202300010,FUNDOS II,42023001,URBANO,1,200109,900001,0,0,0,0,0,0,00,0,202202,1244
3387704,420230,88161370,00000000000000,3,3,82892308000153,,18,,,,1,M,,,04,,03,02,04,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420230001400401110,70,FUNDOS III,4202300014,FUNDOS III,42023001,URBANO,1,200703,900001,0,0,0,0,0,0,00,0,202202,1244
3387704,420230,88161370,00000000000000,3,3,82892308000153,,18,,,,1,M,,,04,,03,02,04,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420230000101775154,71,FUNDOS - SAUDE BUCAL,4202300001,TRES RIACHOS,42023002,RURAL,2,200109,900001,0,0,0,0,0,0,00,0,202202,1244
3387720,420230,88165040,00000000000000,3,3,82892308000153,,18,,,,1,M,,,04,,03,02,04,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,420230003102238683,70,PRADO IV,4202300031,PRADO IV,42023001,URBANO,1,202201,900001,0,0,0,0,0,0,00,0,202202,1244
3387720,420230,88165040,00000000000000,3,3,82892308000153,,18,,,,1,M,,,04,,03,02,04,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,420230003202239353,70,PRADO III,4202300032,PRADO III,42023001,URBANO,1,202201,900001,0,0,0,0,0,0,00,0,202202,1244
3387720,420230,88165040,00000000000000,3,3,82892308000153,,18,,,,1,M,,,04,,03,02,04,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,420230000101758608,71,PRADO - SAUDE BUCAL,4202300001,TRES RIACHOS,42023002,RURAL,2,200108,900001,0,0,0,0,0,0,00,0,202202,1244
3387720,420230,88165040,00000000000000,3,3,82892308000153,,18,,,,1,M,,,04,,03,02,04,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,420230000300401145,70,PRADO,4202300003,PRADO,42023001,URBANO,1,200108,900001,0,0,0,0,0,0,00,0,202202,1244
3387720,420230,88165040,00000000000000,3,3,82892308000153,,18,,,,1,M,,,04,,03,02,04,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,420230000700401137,70,PRADO II,4202300007,PRADO II,42023001,URBANO,1,200109,900001,0,0,0,0,0,0,00,0,202202,1244
3387739,420230,88160290,00000000000000,3,3,82892308000153,,18,,,,1,M,,,04,,03,04,04,,,99,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420230002001510355,23,APOIO MELHOR EM CASA BIGUACU,4202300020,APOIO MELHOR EM CASA BIGUACU,42023001,URBANO,1,201511,201601,0,0,1,0,0,0,09,1,202202,1244
3387739,420230,88160290,00000000000000,3,3,82892308000153,,18,,,,1,M,,,04,,03,04,04,,,99,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420230001901510347,22,MELHOR EM CASA BIGUACU,4202300019,MELHOR EM CASA BIGUACU,42023001,URBANO,1,201402,900001,0,0,0,0,0,0,00,0,202202,1244
6000908,420230,88164084,00000000000000,3,3,82892308000153,,18,,,,1,M,,,04,,03,02,03,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420230000400401153,70,VENDAVAL,4202300004,VENDAVAL,42023001,URBANO,1,200108,900001,0,0,0,0,0,0,00,0,202202,1244
6000908,420230,88164084,00000000000000,3,3,82892308000153,,18,,,,1,M,,,04,,03,02,03,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420230002902238667,70,VENDAVAL II,4202300029,VENDAVAL II,42023001,URBANO,1,202201,900001,0,0,0,0,0,0,00,0,202202,1244
6007643,420230,88160368,00000000000000,3,3,82892308000153,,18,,,,1,M,,,04,,03,02,04,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420230003002238675,70,PRAIA JOAO ROSA,4202300030,PRAIA JOAO ROSA,42023001,URBANO,1,202201,900001,0,0,0,0,0,0,00,0,202202,1244
6007643,420230,88160368,00000000000000,3,3,82892308000153,,18,,,,1,M,,,04,,03,02,04,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420230000600401161,70,RIO CAVEIRAS,4202300006,RIO CAVEIRAS,42023001,URBANO,1,200109,900001,0,0,0,0,0,0,00,0,202202,1244
6007643,420230,88160368,00000000000000,3,3,82892308000153,,18,,,,1,M,,,04,,03,02,04,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420230001100401188,70,SAVEIRO,4202300011,SAVEIRO,42023001,URBANO,1,200810,900001,0,0,0,0,0,0,00,0,202202,1244
7216173,420230,88161586,00000000000000,3,3,82892308000153,,018,,,,1,M,,,04,,03,71,03,,,99,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420230000101501895,72,PROJETO CIRANDA II,4202300001,TRES RIACHOS,42023002,RURAL,2,201312,900001,0,0,0,0,0,0,00,0,202202,1244
7216173,420230,88161586,00000000000000,3,3,82892308000153,,018,,,,1,M,,,04,,03,71,03,,,99,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420230000200401196,72,PROJETO CIRANDA,4202300002,TIJUQUINHAS,42023002,RURAL,2,200902,900001,0,0,0,0,0,0,00,0,202202,1244
7397488,420230,88160156,00000000000000,3,3,82892308000153,,18,,,,1,M,,,04,,01,02,03,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420230001801501879,70,CENTRO,4202300018,CENTRO,42023001,URBANO,1,201312,900001,0,0,0,0,0,0,00,0,202202,1244
7397488,420230,88160156,00000000000000,3,3,82892308000153,,18,,,,1,M,,,04,,01,02,03,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420230002802238659,70,CENTRO II,4202300028,CENTRO II,42023001,URBANO,1,202201,900001,0,0,0,0,0,0,00,0,202202,1244
7397488,420230,88160156,00000000000000,3,3,82892308000153,,18,,,,1,M,,,04,,01,02,03,,,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420230000101550195,74,EQUIPE PRISIONAL,4202300001,TRES RIACHOS,42023002,RURAL,2,201410,900001,0,0,0,0,0,0,00,0,202202,1244
2512513,420240,89032540,00000000000000,3,3,83108357000115,,15,,,,1,M,,,04,,01,02,03,,,99,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420240000101877011,71,ESB PAULO PEDRO MAYERLE I,4202400001,ARMANDO ODEBRECHT I,42024001,DISTRITO NORTE,1,202006,900001,0,0,0,0,0,0,00,0,202202,1244
2512513,420240,89032540,00000000000000,3,3,83108357000115,,15,,,,1,M,,,04,,01,02,03,,,99,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420240004100401226,70,PAULO PEDRO MAYERLE I,4202400041,PAULO PEDRO MAYERLE I,42024002,DISTRITO CENTRO,1,201012,900001,0,0,0,0,0,0,00,0,202202,1244
2512513,420240,89032540,00000000000000,3,3,83108357000115,,15,,,,1,M,,,04,,01,02,03,,,99,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420240004200401684,70,PAULO PEDRO MAYERLE II,4202400042,PAULO PEDRO MAYERLE II,42024002,DISTRITO CENTRO,1,201012,900001,0,0,0,0,0,0,00,0,202202,1244
2512556,420240,89057160,00000000000000,3,3,83108357000115,,15,,,,1,M,,,04,,03,02,03,,,99,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420240014402232480,70,MARIO JORGE VIEIRA IV,4202400144,MARIO JORGE VIEIRA IV,42024001,DISTRITO NORTE,1,202112,900001,0,0,0,0,0,0,00,0,202202,1244
