referencia,Alto Uruguai Catarinense,Alto Vale do Itajaí,Alto Vale do Rio do Peixe,Carbonífera,Extremo Oeste,Extremo Sul Catarinense,Foz do Rio Itajaí,Grande Florianópolis,Laguna,Meio Oeste,Médio Vale do Itajaí,Nordeste,Oeste,Planalto Norte,Serra Catarinense,Xanxerê
201305,,,,0.0,,,,,,,,,,,,
201307,,,,0.0,,,,,,,,,,,,
201308,,,,0.0,,,,0.0,,,0.0,0.010671310821136025,,,,
201309,,0.0,,0.0,,,0.0,,,,0.0,,,,,
201310,,0.0,,0.0,,,0.0016227865191878277,,,,0.0,0.009604179739022422,,0.002724929288084974,,
201311,,,,0.0,,,0.0,,0.0,,,0.0021342621642272052,,0.0,,
201312,,,,0.0,,,0.0,,,,,0.0,,,,0.0
201401,,0.003507848811716215,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,,0.0
201402,,,,0.0,,,0.0,,,,0.0,0.0031416540389627937,,0.0,,0.0
201403,,,,0.0,,,0.023691480069937248,0.009894737978343117,,,0.0,0.010472180129875979,,0.0027081042728469215,,
201404,,,,0.0,,,0.0,0.062066992773243186,,,0.0,0.027227668337677546,0.0,0.05416208545693844,,
201405,,,,0.0,,,0.0,0.056669862966874214,,,0.00819957772174733,0.010472180129875979,,0.0,0.0034447360987674733,
201406,,0.00701569762343243,0.0,0.0,,,0.0,0.1061435528585898,,,0.12299366582620995,0.06806917084419387,,0.04874587691124459,,0.08140836470947391
201407,,0.0,0.038386510282350225,0.0,,,0.3853814091376459,0.21948327879233823,0.0,0.0,0.489241470730924,0.07958856898705743,,0.0,0.03100262488890726,0.16281672941894781
201408,,0.0,0.12562857910587347,0.0,,,0.16268149648023578,0.21768423552354857,,0.0,0.3471154568873036,0.0942496211688838,0.014464746519781987,0.0,0.0068894721975349465,0.0
201409,,0.0,0.0,0.0,,,0.05843898417251188,0.1277320720840657,,0.0,0.3170503385742301,0.12461894354552415,,0.005416208545693843,0.024113152691372312,
201410,,0.0,0.024427779270586508,0.0,,,0.1974290005828104,0.35081343741398324,0.0,0.0,0.013665962869578883,0.05864420872730548,,0.0,0.03100262488890726,
201411,,,0.0,0.0,,,0.12161626435901121,0.06926316584840182,,0.0,0.0,0.04503037455846671,0.0,0.008124312818540765,0.0034447360987674733,0.005088022794342119
201412,0.0,,0.0034896827529409297,0.012010598151809156,,,0.03316807209791215,0.0404784735477673,,,0.010932770295663106,0.007330526090913185,0.0,0.024372938455622294,0.0,0.0
201501,1.4663785361472834,0.0,0.0,0.0023754774709716653,,0.0,0.06308682285527882,0.09099092652615194,0.0,0.23335366338734057,0.0389299368529576,0.13263881320136628,0.005718435664739554,0.00807482672767647,0.006893295236388327,0.0
201502,1.5575886843286935,0.0,0.0034667452462255814,0.0,,0.0,0.02923535693293409,0.1210267663503186,0.0,0.3447270027312985,0.08054469693715366,0.05963605554790112,0.0,0.00538321781845098,0.0034466476181941636,0.0
201503,2.511787157611136,0.0,0.010400235738676744,0.0,0.21240441801189464,0.005139327159288306,0.004616108989410646,0.10247521822362743,0.0,0.20683620163877914,0.21478585849907642,0.1274977739299955,0.12294636679190041,0.1884126236457843,0.12407931425498989,0.005060523865430549
201504,1.9575101032779525,0.0,0.02773396196980465,,0.17772614568342204,0.005139327159288306,0.46776571092694547,0.04505375973624999,0.036393769386681,0.631115589615762,0.17719833326173806,0.09459512259322246,0.2773441297398684,0.04575735145683332,0.0034466476181941636,0.09108942957774989
201505,1.8662999550965425,0.12160335764242358,0.18027075280373023,0.10689648619372494,0.09970003294435871,0.15931914193793748,0.6031715746163244,0.0918743335798039,0.08958466310567631,0.7106679748614463,0.4080931311482452,0.11927211109580224,0.2887810010693475,0.037682524729156855,0.020679885709164982,0.1518157159629165
201506,0.9682308037718905,0.1146545943485708,0.02773396196980465,1.6010718154349024,0.21673920205295372,0.4419821356987943,1.0370858196209252,0.12809402277953427,0.7446725120659343,0.48792129617353025,0.5758945831006487,0.09048229117612583,0.5060815563294505,0.09420631182289214,0.6858828760206386,0.8046232946034574
201507,0.4911315671306691,0.2049885171686569,0.02773396196980465,1.3872788430474525,0.1517174414370676,0.6629732035481914,0.8124351821362736,0.1749145966230882,0.6690854525705199,0.4401898650261197,0.4470230680012028,0.2950956541766831,0.7005083689305954,0.2906937621963529,1.244239790168093,0.9361969151046516
201508,1.0664571171980244,0.15982155575861384,0.14560330034147442,1.5369339237186674,0.39880013177743484,0.7708990738932459,0.9201443918891887,0.1210267663503186,0.5711022272986864,0.7955238524568428,0.5638128785600756,0.20872619441765392,0.7748480325722096,0.35260076710853916,0.49287060940176536,1.7560017813044007
201509,1.2979905702739112,0.19109099058095133,0.1698705170650535,2.0761673096292355,0.5201740849270889,2.189353369856818,1.1386402173879593,0.1837486671596078,0.7166773048454105,0.8962902071013762,0.6926843936595215,0.08328483619620673,0.9292457955201775,0.22340353946571564,0.9478280950033949,2.0393911177685116
201510,2.167995060619668,0.31269434822337494,0.10746910263299302,3.9290397369871344,2.0200093631335285,2.9345558079536227,1.7541214159760454,0.21378450698377446,1.3073761771984636,1.4319429344223171,1.0524507066454745,0.14600551530693032,12.629165165577305,0.7778749747661665,1.5130783043872378,1.629488684668637
201511,1.164683430624158,0.5350547736266638,0.23573867674333954,2.9669713612436097,4.417144937839197,2.3281152031576027,1.407913241770247,0.246470567968897,0.7894648436187724,0.92811116119965,0.6658361613471369,0.1994723237291865,1.0579105979768175,0.7536504945831372,0.9443814473852008,2.1760252621351364
201512,0.9121014818140998,0.17024470069939301,0.08320188590941395,1.4704205545314608,2.033013715256706,1.1306519750434274,0.33851465922344737,0.15989667671100485,0.4703194813048006,0.4720108191243934,0.16377421710554577,0.1778799587894292,3.4453574880055813,0.43334903438530387,0.49287060940176536,0.9918626776243876
201601,2.3780547512135075,0.1720886049809326,0.5097542158051361,1.8820356059520256,1.7375143172044172,0.8948363873014582,0.9796905498119384,0.09026876657278136,0.12486195816846929,1.070212249976276,0.35619300911854107,0.31916387145776076,3.2109261939218525,0.5217154002359758,0.375889288534687,1.2583681481854332
201602,2.210192062892554,0.46808100554813664,0.757742753223851,2.413046900515269,1.9579452380437836,1.6778182261902341,0.7396438607309122,0.31854458973279576,0.6021121093901741,1.1545639544079038,0.7757092198581561,0.4100649740881357,11.470016280752533,0.703646924420829,0.848337293390211,0.8607238133588363
201603,3.4551736679396257,1.5453556727287745,1.412156949189904,4.466603853826218,3.4707064594904153,1.9727074901873056,0.9976940514930154,0.44526805049843116,1.0627139995227497,1.3654432154869731,1.2018215974332995,0.39390477806495794,7.6259497105644,0.8936048393785433,1.2414692098393332,1.4446066341168773
201604,2.364066193853428,1.4421025097402151,1.8013611815276094,5.401747638057063,4.0196226741296215,2.1099835268755975,1.4297780918388625,0.5016860296064195,1.0932358115194867,1.12820404677302,1.2321639648767309,0.564596848559773,5.491927460202605,1.7337004069380122,1.0655944051120945,2.244928776362813
201605,3.08447689789752,2.5469113537178023,1.973575443623939,4.873085950991887,3.8726687269033775,2.9336397470053486,2.176923411603557,0.7316977905851413,1.187575957691219,1.12820404677302,1.357491134751773,0.41814507209972457,7.710745296671491,1.6989193802556137,1.124219340021174,2.5922383852619926
