referencia,Alto Uruguai Catarinense,Alto Vale do Itajaí,Alto Vale do Rio do Peixe,Carbonífera,Extremo Oeste,Extremo Sul Catarinense,Foz do Rio Itajaí,Grande Florianópolis,Laguna,Meio Oeste,Médio Vale do Itajaí,Nordeste,Oeste,Planalto Norte,Serra Catarinense,Xanxerê
201305,,,,0.0,,,,,,,,,,,,
201307,,,,0.0,,,,,,,,,,,,
201308,,,,0.0,,,,0.0009163870158956492,,,0.0,0.0,,,,
201309,,0.0,,0.0,,,0.0,,,,0.0,,,,,
201310,,0.0,,0.0,,,0.0032455730383756554,,,,0.0,0.0010671310821136026,,0.0,,
201311,,,,0.0,,,0.006491146076751311,,0.0,,,0.0021342621642272052,,0.0,,
201312,,,,0.0,,,0.011359505634314794,,,,,0.0,,,,0.0
201401,,0.0,0.0,0.0,,,0.00473829601398745,0.0,,,0.0,0.001047218012987598,,0.005416208545693843,,0.0
201402,,,,0.0,,,0.0094765920279749,,,,0.0,0.0052360900649379895,,0.0,,0.0
201403,,,,0.0,,,0.017373752051287317,0.003598086537579315,,,0.0,0.009424962116888381,,0.0,,
201404,,,,0.0024021196303618316,,,0.0094765920279749,0.01439234615031726,,,0.0,0.0052360900649379895,0.0,0.01354052136423461,,
201405,,,,0.0,,,0.0031588640093249665,0.02878469230063452,,,0.0013665962869578883,0.0062833080779255875,,0.010832417091387686,0.0034447360987674733,
201406,,0.0,0.0,0.0,,,0.00473829601398745,0.017990432687896577,,,0.02459873316524199,0.011519398142863577,,0.02978914700131614,,0.0
201407,,0.00701569762343243,0.02093809651764558,0.007206358891085494,,,0.07423330421913671,0.04587560335413627,0.0,0.021342211693397787,0.027331925739157766,0.01466105218182637,,0.03249725127416306,0.0,0.005088022794342119
201408,,0.00701569762343243,0.006979365505881859,0.0024021196303618316,,,0.0852893282517741,0.07645933892356045,,0.010671105846698893,0.06832981434789441,0.01989714224676436,0.0,0.02708104272846922,0.024113152691372312,0.0
201409,,0.0,0.01744841376470465,0.0,,,0.06475671219116182,0.025186605763055207,,0.0,0.043731081182652426,0.012566616155851175,,0.05145398118409151,0.044781569283977155,
201410,,0.0,0.06630397230587767,0.0,,,0.0663361441958243,0.03328230047260867,0.0,0.0,0.0,0.016755488207801567,,0.008124312818540765,0.02066841659260484,
201411,,,0.0,0.0,,,0.03948580011656208,0.00719617307515863,,0.0,0.0,0.013613834168838773,0.0,0.046037772638397666,0.024113152691372312,0.010176045588684238
201412,0.0,,0.013958731011763719,0.0024021196303618316,,,0.017373752051287317,0.00809569470955346,,,0.036898099747862984,0.017802706220789163,0.01157179721582559,0.024372938455622294,0.03444736098767474,0.040704182354736954
201501,0.41395374943870683,0.0,0.010400235738676744,0.0,,0.0,0.0200031389541128,0.008834070536519606,0.0,0.08485587759539656,0.009396881309334594,0.033930859191047186,0.0,0.01076643563690196,0.017233238090970816,0.0
201502,0.4911315671306691,0.0,0.020800471477353488,0.0,,0.0,0.016925732961172366,0.01501791991208333,0.005599041444104769,0.02121396939884914,0.026848232312384552,0.037015482753869657,0.002859217832369777,0.03229930691070588,0.010339942854582491,0.005060523865430549
201503,0.4560507409070499,0.006948763293852776,0.04506768820093256,0.0,0.008669568082118148,0.03597529011501814,0.035390168918814954,0.0291524327705147,0.008398562166157154,0.06894540054625971,0.042957171699815284,0.06477709481927191,0.002859217832369777,0.037682524729156855,0.024126533327359145,0.015181571596291648
201504,0.21048495734171532,0.003474381646926388,0.02773396196980465,,0.047682624451649815,0.030835962955729837,0.03385146592234473,0.036219689199730384,0.0,0.06364190819654743,0.029533055543623007,0.05243860056798202,0.04002904965317688,0.051140569275284306,0.024126533327359145,0.03542366705801384
201505,0.24556578356533454,0.06601325129160138,0.27040612920559537,0.009501909883886661,0.09970003294435871,0.041114617274306445,0.10463180375997463,0.05653805143372548,0.055990414441047694,0.12198032404338256,0.08457193178401134,0.07403096550773931,0.06004357447976532,0.1049727474597941,0.24815862850997977,0.09614995344318043
201506,0.39992141894925914,0.15982155575861384,0.23227193149711395,0.39195378271032477,0.2817609626688398,0.061671925911459674,0.2508085884246451,0.08834070536519606,0.3807348181991243,0.21213969398849142,0.13021392671506507,0.05552322413080449,0.05146592098265599,0.36875042056389207,0.8409820188393758,0.14169466823205537
201507,0.4630669061517737,0.232783570344068,0.03466745246225581,0.3824518728264381,0.27309139458672166,0.07195058023003628,0.15233159665055132,0.1210267663503186,0.2603554271508718,0.24396064808676513,0.10873534086515743,0.10179257757314156,0.07148044580924443,0.4979476482067156,1.1132671806767147,0.1973604307517914
201508,0.3718567579703637,0.21193728046250968,0.0554679239396093,0.29693468387145816,0.26008704246354447,0.07708990738932459,0.21695712250230034,0.0830402630432843,0.3443410488124433,0.23335366338734057,0.11544739894325358,0.10384899328168988,0.09149497063583287,0.3660588116546666,0.3653446475285813,0.23278409780980527
201509,0.5542770543331836,0.2015141355217305,0.19760447903485814,0.3777009178844948,0.2210739860940128,0.29294164807943346,0.27850524236110896,0.134277872155098,0.35833865242270524,0.259871125135902,0.12215945702134971,0.12646956607572132,0.0743396636416142,0.39566650965614697,0.989187866421725,0.18217885915549978
201510,0.16838796587337226,0.1771934639932458,0.1698705170650535,0.4157085574200414,0.21240441801189464,0.2621056851237036,0.2938922723258111,0.06537212197024508,0.27715255148318607,0.1431942934422317,0.10605051763391898,0.09973616186459325,0.7748480325722096,0.42527420765762736,0.9168082664396475,0.20748147848265253
201511,0.40693758419398296,0.4377720875127249,0.3258740531452046,0.532106953497653,0.3857957796542576,0.24154837648655036,0.3200502232658048,0.14399534974526956,0.31914536231397184,0.23335366338734057,0.13692598479316123,0.15114655457830112,0.09435418846820265,0.3768252472915686,0.5997166855657844,0.18723938302093032
201512,0.16838796587337226,0.44124646915965127,0.20800471477353488,0.40858212500712643,0.36845664349002133,0.13876183330078426,0.09847699177409378,0.12014335929666664,0.2603554271508718,0.14849778579194398,0.08054469693715366,0.11927211109580224,0.24303351575143106,0.3472175492900882,0.5824834474748136,0.12651309663576374
201601,0.4336452781624631,0.39924556355576357,0.34098423895073293,0.5169136495748385,0.4451840165971517,0.13727603668829189,0.2445475645012955,0.21959613406647774,0.18313087198042163,0.35849474383441765,0.17677727119216483,0.14544176420859986,0.36179450072358904,0.44947788328022537,0.6931536421602944,0.37751044445563
201602,0.5035880649628605,0.7227721409199168,0.40986994378926483,0.5239624720690409,0.7045145117022885,0.20337190620487686,0.17553414139050044,0.22740785425066073,0.2524986265184601,0.3532227623074409,0.311339074636947,0.2191726585643484,0.5681304269175109,0.655488579783662,0.7793667817324703,0.5234811496451403
201603,0.4686166715626618,1.1770860580695788,0.5648627796759617,0.7142806794125042,0.7823136602338296,0.26438347806633994,0.20553997752562872,0.24563520134708774,0.38568471523149406,0.5113822081167428,0.46041244511989193,0.28280343040561084,0.4607226845151954,0.8588238126961449,0.6931536421602944,0.4127447526048221
201604,0.6994278680039728,0.8914189738012308,0.7990741761269701,1.059672981628419,0.9119789077863981,0.3101421569624372,0.3525685745877573,0.3072609939111981,0.6132109501162604,0.6062778756023239,0.4670086119554205,0.26159317312519004,0.5879160636758322,0.8026390772861167,0.7828153073153573,0.5939497659435244
