Ibge,ano,Asma,Diabetes,DPOC,Hipertensão arterial,Obesidade,Tabagismo,Usuário de álcool,Saúde mental,D.Transmissíveis - Hanseníase,D.Transmissíveis - Tuberculose,Rast. câncer de mama,Rast. câncer do colo do útero
420360,2016,218,2095,249,6786,317,767,73,3627,0,8,157,761
420360,2017,116,1337,238,3693,421,380,54,2034,1,1,339,984
420360,2018,279,1366,324,3486,701,397,92,2113,0,6,360,1460
420360,2019,236,975,362,2803,264,354,82,2242,2,7,462,1661
420360,2020,184,795,248,2307,275,227,41,2743,2,3,430,804
420360,2021,113,1386,186,3613,338,215,47,4084,1,7,414,993
420360,2022,19,355,26,953,70,43,12,615,1,1,119,230
420370,2014,38,1,38,0,17,1,0,49,0,0,0,0
420370,2015,34,189,116,517,8,2,0,426,1,2,52,47
420370,2016,40,300,162,1077,28,7,5,649,0,4,44,48
420370,2017,23,381,98,1002,74,88,26,858,2,42,0,9
420370,2018,37,450,137,810,80,69,9,336,0,15,11,8
420370,2019,35,558,67,1116,193,32,33,644,0,33,14,5
420370,2020,55,538,22,935,112,19,30,751,1,34,0,0
420370,2021,50,508,23,584,153,16,18,1709,0,15,2,67
420370,2022,3,76,8,157,12,3,4,246,0,0,0,18
420380,2015,54,207,35,711,51,15,0,300,0,1,2,15
420380,2016,230,2219,489,8101,509,248,85,5736,0,4,209,216
420380,2017,884,2436,223,7407,497,160,52,4901,1,3,332,451
420380,2018,1739,3426,424,11439,555,561,163,6834,2,10,171,242
420380,2019,1401,2852,422,8605,388,451,110,5963,4,15,441,831
420380,2020,311,1781,164,5079,165,219,72,8588,4,9,719,1063
420380,2021,512,3118,345,8431,507,190,76,13948,6,4,1925,4335
420380,2022,61,335,39,1055,23,23,11,1872,0,0,105,553
420390,2016,99,323,16,1147,96,28,10,1540,0,0,109,207
420390,2017,41,512,44,1389,166,58,11,1261,1,0,84,251
420390,2018,33,268,31,799,56,23,2,1052,0,1,38,132
420390,2019,38,259,34,587,40,34,1,1008,0,0,13,52
420390,2020,138,405,32,774,85,12,18,1454,0,1,9,210
420390,2021,157,709,57,1379,287,96,10,1726,2,1,33,7
420390,2022,6,76,12,109,45,10,0,211,0,1,5,0
420395,2015,2,11,1,23,0,0,0,40,0,0,2,0
420395,2016,170,720,56,1360,54,130,0,2388,0,4,55,57
420395,2017,153,634,78,848,135,132,20,1050,1,6,63,32
420395,2018,218,465,72,651,67,32,11,995,0,11,30,6
420395,2019,132,476,80,594,56,15,13,1319,1,3,125,131
420395,2020,183,649,94,772,119,28,19,1774,0,17,227,233
420395,2021,174,2627,96,4050,138,19,19,3875,1,16,394,997
420395,2022,23,2037,16,4909,12,3,1,2270,1,4,79,218
420400,2014,0,0,0,2,0,0,0,0,0,0,0,0
420400,2015,3,18,2,70,2,0,0,73,0,0,0,0
420400,2016,93,292,58,1011,40,38,5,601,0,0,6,320
420400,2017,74,194,17,316,154,26,4,463,0,1,1,96
420400,2018,234,502,103,1098,316,101,51,1866,2,10,13,135
420400,2019,210,347,88,913,222,90,55,1856,1,20,220,254
420400,2020,56,209,46,443,34,56,46,1008,0,26,11,366
420400,2021,72,412,78,797,73,56,44,1327,0,5,0,199
420400,2022,7,79,15,220,8,11,7,145,0,6,0,65
420410,2014,0,0,0,0,0,0,0,1,0,0,0,0
420410,2015,125,70,46,171,33,55,3,624,0,0,4,2
420410,2016,71,157,101,648,212,22,32,1540,0,2,3,1
420410,2017,23,150,123,328,88,83,23,1466,1,0,0,0
420410,2018,4,63,78,196,47,10,17,940,0,0,1,5
420410,2019,5,65,16,165,28,1,9,781,0,1,15,187
420410,2020,9,163,24,496,23,14,15,989,0,2,92,357
420410,2021,21,411,27,1448,49,16,7,1152,0,0,358,487
420410,2022,1,34,0,167,7,0,0,292,0,3,22,23
420415,2016,2,3,1,11,3,3,0,72,0,0,197,192
420415,2017,2,45,3,197,44,20,0,346,0,6,3,121
420415,2018,33,66,7,250,58,22,3,285,0,0,12,20
420415,2019,0,8,0,61,0,0,1,55,0,0,0,0
420415,2020,0,5,0,10,0,0,1,32,0,0,0,0
420415,2021,0,9,0,41,0,0,1,84,0,0,0,0
420415,2022,0,7,2,15,0,0,0,1,0,0,0,0
420417,2015,11,32,19,98,9,3,1,106,0,0,0,9
420417,2016,7,29,5,78,4,1,1,306,0,0,0,5
420417,2017,14,106,21,286,12,13,3,695,0,0,1,1
420417,2018,5,6,3,59,0,6,7,515,0,0,54,1
420417,2019,0,4,0,201,0,0,1,317,0,0,0,0
420417,2020,3,61,9,161,124,29,7,542,0,0,1,0
420417,2021,10,119,28,384,125,54,18,699,0,0,14,12
420417,2022,2,14,7,33,4,1,0,68,0,0,0,0
420419,2015,1,0,0,2,3,0,0,140,0,0,0,0
420419,2016,10,47,1,277,31,59,7,239,0,0,26,129
420419,2017,4,18,0,138,31,110,3,490,0,0,3,114
420419,2018,0,0,0,4,2,20,1,533,0,0,2,14
420419,2019,51,146,19,478,49,70,14,913,0,1,3,204
420419,2020,11,34,4,134,4,5,0,165,0,5,0,38
420419,2021,24,136,8,564,16,3,3,1242,0,7,1,63
420419,2022,1,19,1,59,2,1,1,439,0,0,0,19
420420,2015,316,3021,304,11827,1088,315,63,4101,7,28,1989,5149
420420,2016,1181,11197,1381,44235,3964,1017,272,19855,33,81,5232,20635
420420,2017,1026,9801,1262,36624,3611,1131,277,14811,39,109,6114,19694
420420,2018,1451,12580,1482,42640,4796,2241,442,23683,138,295,7562,22170
420420,2019,1904,15616,1664,49841,6460,2698,780,31022,92,433,11442,30596
420420,2020,1401,10130,1237,29362,4301,1138,491,24691,76,292,4635,12667
420420,2021,1074,9744,1062,24050,4051,1312,219,18880,19,58,4801,11424
420420,2022,243,3535,478,8849,1051,306,52,3966,7,36,1290,3328
420425,2016,438,2937,210,6694,1247,582,35,5920,2,51,882,1541
420425,2017,440,3708,318,7593,1610,489,70,10631,2,35,1292,2391
420425,2018,541,3038,413,7192,1177,307,60,12084,0,134,1605,2689
420425,2019,322,1648,226,5394,613,276,60,8672,0,54,1358,2293
420425,2020,725,1535,129,3781,265,122,36,9624,2,11,684,1123
420425,2021,589,2080,186,4873,343,95,50,12819,0,29,1379,2391
420425,2022,138,301,16,500,70,8,7,2062,2,3,106,295
420430,2015,314,2572,520,8633,1279,395,126,4641,2,7,1145,1915
420430,2016,319,2751,402,10837,882,235,86,5511,0,7,1412,1709
420430,2017,288,1797,213,5399,412,553,30,2544,0,8,484,336
420430,2018,308,1791,164,4009,347,60,36,2444,0,3,201,8
420430,2019,271,1247,166,3157,228,85,40,2301,2,2,249,5
420430,2020,284,1271,175,2990,409,79,53,2635,0,6,184,28
420430,2021,398,1822,145,3317,852,81,50,2890,0,4,224,45
420430,2022,51,278,34,475,83,7,8,390,0,5,14,8
420435,2016,9,48,8,146,65,10,17,412,3,1,3,1
420435,2017,3,14,3,34,2,5,2,221,2,1,1,31
420435,2018,5,11,2,12,2,1,1,67,2,1,1,1
420435,2019,1,1,1,1,1,0,1,3,1,0,0,95
420435,2020,14,30,3,82,19,1,5,298,0,0,35,0
420435,2021,36,222,18,705,23,6,6,624,1,1,102,262
420435,2022,1,10,1,26,0,0,2,46,0,0,1,83
420440,2015,0,1,0,1,1,0,2,7,0,0,0,0
420440,2017,28,108,16,634,24,17,4,1021,0,0,167,336
420440,2018,172,547,144,2230,600,106,48,6733,0,0,390,830
420440,2019,150,289,134,1146,366,67,39,4543,1,0,453,801
420440,2020,145,241,72,1009,233,64,13,8827,0,0,204,476
420440,2021,226,701,110,2909,425,245,57,6149,0,4,342,877
420440,2022,22,52,6,180,27,7,4,442,4,0,42,92
420445,2016,304,738,153,690,289,54,49,582,0,1,0,2
420445,2017,110,620,43,1722,243,73,70,1875,0,3,25,250
420445,2018,117,576,44,2267,426,64,109,2361,0,23,19,514
420445,2019,34,269,8,387,508,7,10,927,2,0,26,484
420445,2020,70,402,23,1131,424,14,22,1221,0,0,14,379
420445,2021,41,426,46,984,673,17,9,1427,0,0,55,534
420445,2022,7,30,10,47,81,4,0,180,0,0,0,44
420450,2015,181,1253,109,3467,241,39,52,2106,0,0,0,4
420450,2016,225,1844,58,4481,392,169,48,2691,2,1,0,0
420450,2017,119,973,97,2446,486,115,26,1179,0,15,150,208
420450,2018,117,634,43,2021,366,55,18,939,0,1,263,312
420450,2019,139,838,75,2586,452,92,39,3313,3,10,441,595
420450,2020,58,614,40,1603,258,37,21,2295,1,43,220,488
420450,2021,77,939,49,2917,538,60,22,3956,2,15,338,1173
420450,2022,6,131,9,489,66,3,4,480,0,0,60,153
420455,2015,63,527,150,1544,581,101,19,1026,2,33,143,302
420455,2016,84,1006,270,2808,1085,207,51,1885,0,2,315,474
420455,2017,109,1025,155,2553,500,194,52,1727,0,3,111,64
420455,2018,111,742,108,1769,316,127,46,1958,0,0,41,34
420455,2019,91,568,66,1213,411,74,46,1316,0,0,76,36
420455,2020,58,726,108,1288,423,75,35,825,0,9,16,1
420455,2021,112,1571,194,3277,641,136,52,1756,0,15,11,1
420455,2022,7,156,19,276,48,12,4,276,0,0,3,0
420460,2013,1,34,0,93,49,33,23,0,0,1,0,0
420460,2014,5,424,6,1287,492,236,125,154,0,5,13,5
420460,2015,1767,8651,1133,25775,3187,925,311,20754,3,150,3546,5997
420460,2016,3540,20363,2737,50823,8031,1935,726,49037,8,344,6653,12593
420460,2017,2555,12579,2069,33017,4158,1254,428,33984,13,216,3753,9649
420460,2018,2442,11086,1381,26497,2349,832,619,34493,14,384,2568,15842
420460,2019,2333,12434,1174,22795,2988,906,743,36364,9,660,3410,18400
420460,2020,1755,11351,905,20389,1988,385,333,37944,6,269,2669,12489
420460,2021,2068,39788,755,88557,2741,476,279,35958,4,234,3478,19847
420460,2022,114,7001,42,16078,175,13,10,3498,0,8,242,1289
420470,2016,181,620,180,3785,105,64,33,4401,5,0,71,119
420470,2017,179,849,203,3303,372,91,43,4829,2,3,94,123
420470,2018,211,910,206,3440,532,109,51,4214,8,1,107,138
420470,2019,247,1265,207,4082,769,112,54,5040,1,1,226,272
420470,2020,69,803,90,1863,526,38,39,2873,2,1,13,2
420470,2021,98,1385,66,2512,407,32,48,3327,2,8,14,206
420470,2022,3,94,6,179,51,6,5,401,0,6,1,134
420475,2015,0,0,0,1,1,0,0,0,0,0,0,0
420475,2016,30,33,32,160,125,8,4,51,0,10,260,239
420475,2017,28,117,24,543,275,32,2,405,0,9,142,190
420475,2018,39,150,80,759,366,47,6,765,0,4,88,38
420475,2019,16,61,26,195,107,15,6,513,0,3,0,34
420475,2020,15,132,28,485,229,11,12,403,1,0,2,29
420475,2021,27,231,52,451,283,15,5,397,0,0,0,52
420475,2022,3,51,1,189,32,0,0,56,0,0,0,3
420480,2016,298,2185,438,6744,235,747,62,3262,0,13,187,1173
420480,2017,376,1923,325,5531,203,853,80,4236,1,26,625,1534
420480,2018,615,3189,463,8625,1220,1260,100,7032,0,59,620,2120
420480,2019,550,4042,557,10086,1442,1817,133,8018,1,21,930,2591
420480,2020,368,2938,477,7264,1130,1281,135,10004,0,12,436,1240
420480,2021,587,3626,526,9657,1898,1241,113,10444,1,29,1198,1933
420480,2022,66,445,83,1313,139,168,10,1622,0,1,204,348
420490,2016,67,1308,156,3099,213,53,66,1997,0,0,719,680
420490,2017,130,1102,210,2839,295,80,64,1753,8,1,560,664
420490,2018,131,1044,237,3126,439,77,78,1375,1,2,618,657
420490,2019,142,1052,178,2784,485,109,82,1837,0,1,554,529
420490,2020,40,806,121,2161,200,33,126,2434,0,0,50,366
420490,2021,62,800,107,2065,44,6,97,2927,0,0,15,25
420490,2022,12,112,17,280,5,1,11,295,0,0,1,0
420500,2015,6,48,8,291,135,11,5,70,0,0,1,3
420500,2016,67,599,94,2069,386,389,36,939,19,5,265,217
420500,2017,42,258,38,723,283,194,25,428,18,1,145,189
420500,2018,44,356,34,658,443,389,20,1125,4,4,202,202
420500,2019,14,248,11,363,434,253,26,784,7,1,190,206
420500,2020,49,521,74,1359,199,131,25,779,5,9,10,231
420500,2021,91,987,170,2501,178,316,20,1149,33,10,17,415
420500,2022,8,128,18,169,26,22,2,133,2,0,3,92
420510,2016,55,180,79,614,217,168,1,162,0,0,0,0
420510,2017,42,176,63,515,145,67,16,413,0,3,0,55
420510,2018,8,28,11,69,10,6,0,85,0,1,1,22
420510,2019,43,79,24,166,77,17,6,345,1,1,3,47
420510,2020,54,124,56,299,191,41,12,572,0,4,18,427
420510,2021,83,384,49,824,258,42,14,1492,0,8,46,782
420510,2022,29,74,10,185,17,76,0,80,0,1,1,30
420515,2016,9,154,10,380,97,44,1,240,0,0,21,27
420515,2017,36,196,32,781,315,215,11,986,0,0,21,18
420515,2018,28,411,54,1253,288,154,18,3687,0,2,0,0
420515,2019,37,476,45,1170,192,131,23,2394,0,0,0,0
420515,2020,15,158,16,312,51,1,23,349,0,0,11,8
420515,2021,41,532,55,899,88,7,2,410,3,0,14,19
420515,2022,6,87,13,223,14,9,3,63,1,0,0,0
420517,2015,0,2,0,0,0,0,0,0,0,0,8,4
420517,2016,19,154,64,444,111,35,9,188,0,0,10,118
420517,2017,22,215,39,464,56,27,5,352,0,0,6,84
420517,2018,28,107,45,110,19,9,7,284,0,0,7,57
420517,2019,24,100,40,119,10,5,16,161,0,9,0,1
420517,2020,12,84,35,92,12,11,14,157,0,0,0,3
420517,2021,27,136,31,142,37,6,7,232,2,0,1,57
420517,2022,3,12,1,11,2,7,0,22,0,0,0,3
420519,2016,59,275,64,862,351,140,36,1672,0,0,19,8
420519,2017,61,159,39,508,195,54,11,959,0,0,27,10
420519,2018,27,86,10,280,30,87,15,923,0,0,23,82
420519,2019,76,149,8,442,40,72,23,762,0,0,32,262
420519,2020,11,35,2,47,9,6,1,97,0,0,16,85
420519,2021,13,646,5,1852,24,18,8,557,0,0,30,200
420519,2022,1,141,0,471,5,2,1,86,0,0,2,37
420520,2015,0,0,0,0,0,0,0,2,0,0,0,0
420520,2016,104,99,10,142,93,61,17,1137,0,0,2,1
420520,2017,20,112,24,119,175,24,17,897,0,0,13,41
420520,2018,27,210,35,299,142,48,49,1115,0,2,7,57
420520,2019,51,177,37,147,91,9,23,498,0,3,4,16
420520,2020,17,118,60,124,63,12,20,1384,0,1,1,1
420520,2021,13,163,16,177,122,27,36,1840,0,0,1,4
420520,2022,2,35,5,54,19,1,1,144,0,0,1,0
420530,2014,0,18,1,49,69,0,0,44,0,0,17,48
420530,2016,17,229,53,1243,201,37,23,1201,2,1,329,712
420530,2017,116,1159,296,5051,586,316,85,6899,0,19,1556,3110
420530,2018,101,1325,229,4795,379,81,39,8365,22,22,1069,2323
420530,2019,128,1228,205,4948,538,101,54,9354,6,4,795,1806
420530,2020,68,1309,195,5956,402,59,29,10172,0,34,260,790
420530,2021,99,2042,238,7241,610,91,65,12454,2,30,874,1669
420530,2022,5,241,33,782,51,4,11,1644,2,0,100,92
420535,2015,15,59,24,97,31,25,25,159,1,1,36,39
420535,2016,5,77,90,122,60,24,68,298,8,0,116,168
420535,2017,21,208,83,334,173,57,106,458,4,3,67,167
420535,2018,12,210,53,393,197,59,45,498,0,0,38,106
420535,2019,6,174,50,246,217,37,45,487,0,0,55,85
420535,2020,11,238,62,205,119,18,52,735,0,5,29,110
420535,2021,5,229,38,625,150,22,38,534,0,7,27,150
420535,2022,4,22,1,80,8,2,18,80,0,0,1,40
420540,2015,857,3303,188,7555,455,450,80,5969,11,202,183,37
420540,2016,5644,21576,1737,53053,3045,2698,567,42013,70,1268,952,733
420540,2017,3432,13610,1260,32240,2266,1935,507,27201,67,860,1243,3406
420540,2018,2711,10346,1087,25173,1919,1351,358,23099,43,775,1023,2414
420540,2019,5220,15675,1597,37457,2935,2061,629,46049,50,1517,1135,16377
420540,2020,2081,6511,510,11458,931,812,339,23518,19,450,608,4514
420540,2021,4910,30902,1196,94982,3124,2020,644,40827,73,1365,1862,23103
420540,2022,348,7237,149,30374,216,170,63,3972,8,132,207,1215
420543,2016,3,180,10,1240,21,4,8,66,0,0,0,0
420543,2017,4,547,30,3518,11,2,4,591,0,2,0,340
420543,2018,16,751,41,3756,20,37,13,1212,7,1,0,278
420543,2019,13,939,44,4452,127,29,14,2403,43,0,88,254
420543,2020,39,401,43,1082,160,66,36,1510,20,1,64,81
420543,2021,12,279,13,540,199,55,29,1782,7,0,117,179
420543,2022,0,20,0,47,12,2,1,473,0,0,11,22
420545,2016,921,3285,460,6322,523,132,102,11730,4,35,1850,5839
420545,2017,679,1925,213,4417,804,119,34,7713,0,19,394,323
420545,2018,597,1758,194,4377,350,120,27,6131,1,4,404,776
420545,2019,412,1089,108,2698,179,180,30,4903,0,2,526,929
420545,2020,177,637,51,1237,89,22,14,3472,0,2,280,1021
420545,2021,552,2378,172,4747,810,260,58,8026,0,7,689,731
420545,2022,43,656,27,1541,50,22,8,1150,0,4,130,293
420550,2015,208,1706,336,4609,329,114,51,3428,0,10,134,145
420550,2016,832,4872,1069,10482,1297,425,136,10718,14,19,910,1283
420550,2017,742,4739,984,9057,2709,964,170,11279,9,20,1282,1673
420550,2018,486,4286,602,7566,2998,1103,235,10432,6,12,699,1708
420550,2019,430,4261,714,8244,2473,1011,217,11197,6,31,666,1587
420550,2020,229,2631,548,4742,1008,305,133,7452,6,24,277,602
420550,2021,294,5561,541,8876,1877,461,151,12358,5,26,635,1932
420550,2022,12,530,69,819,177,51,28,949,0,0,34,136
420555,2016,23,181,30,374,154,25,30,460,0,2,0,89
420555,2017,10,143,35,447,59,81,30,471,0,1,18,230
420555,2018,14,56,21,132,8,5,19,413,0,1,0,177
420555,2019,9,18,7,67,2,1,8,165,0,0,2,16
420555,2020,4,21,4,15,1,1,4,57,0,0,0,4
420555,2021,6,128,15,188,25,3,6,451,0,0,2,4
420555,2022,1,27,3,73,7,2,1,203,0,0,1,10
420560,2015,0,0,0,0,0,6,0,0,0,0,0,0
420560,2016,12,35,5,97,5,8,3,26,0,0,0,0
420560,2017,24,85,15,216,182,23,21,1394,0,1,2,102
420560,2018,29,74,18,179,546,36,41,1365,0,3,0,214
420560,2019,7,46,22,126,391,22,34,1245,0,0,4,222
420560,2020,6,45,12,150,66,17,25,497,0,1,0,8
420560,2021,26,115,27,321,11,11,37,406,0,0,5,1
420560,2022,5,37,17,37,3,2,3,55,0,0,0,0
420570,2016,16,214,5,556,36,11,7,867,1,0,42,62
420570,2017,140,776,91,1734,301,142,23,1977,3,5,18,101
420570,2018,151,1121,127,1940,298,194,50,1556,0,5,79,49
420570,2019,198,824,72,1452,379,162,39,1547,4,7,59,9
420570,2020,189,1038,78,1929,182,87,30,1497,5,5,23,20
420570,2021,265,1412,108,2385,316,102,40,2011,1,3,59,23
420570,2022,23,284,15,470,87,16,7,354,0,1,4,5
420580,2015,6,210,3,210,20,12,1,96,0,0,0,0
420580,2016,20,653,31,772,83,54,16,269,2,6,0,0
420580,2017,28,669,27,996,230,77,16,381,2,8,5,41
420580,2018,23,373,29,748,121,88,8,480,2,8,7,217
420580,2019,11,170,20,358,31,43,5,372,3,33,30,582
420580,2020,28,522,22,792,158,47,23,704,3,43,106,388
420580,2021,93,949,68,2133,329,82,36,1529,5,41,302,757
420580,2022,14,182,23,336,87,19,3,168,0,27,36,165
420590,2015,180,1629,124,4876,1013,287,76,3039,2,11,80,71
420590,2016,139,1355,184,4067,647,570,87,4522,0,8,193,304
420590,2017,168,1105,110,2794,556,356,52,2484,0,10,50,92
420590,2018,254,1850,96,4232,1134,519,35,2627,4,17,42,148
420590,2019,383,2318,187,4872,899,520,57,3654,1,36,72,176
420590,2020,442,2203,170,4528,761,135,74,4741,0,10,28,83
420590,2021,633,3694,243,9358,1619,357,91,6207,4,18,52,183
420590,2022,50,463,35,1327,140,24,8,924,0,5,14,3
420600,2014,0,22,0,0,0,2,2,0,0,0,0,0
420600,2015,21,93,4,207,3,0,0,128,0,1,20,58
420600,2016,195,335,22,1050,20,10,4,1381,0,2,52,467
420600,2017,512,2077,77,5421,125,132,38,7229,1,6,662,794
420600,2018,280,1079,72,1628,373,111,44,2788,0,24,256,490
420600,2019,260,1224,134,2145,363,114,53,2872,0,42,96,1046
420600,2020,229,1052,94,1786,195,35,46,2915,1,14,5,185
420600,2021,252,1370,77,2265,154,63,51,2233,2,13,9,5
420600,2022,18,164,15,205,18,26,9,312,0,1,5,31
420610,2015,30,104,7,370,9,14,10,912,0,0,31,144
420610,2016,42,79,0,297,9,55,16,1265,0,0,18,103
420610,2017,250,347,74,1138,100,57,34,2276,0,2,59,46
420610,2018,175,254,90,562,164,37,17,957,0,4,71,36
420610,2019,192,311,66,663,192,19,32,1838,2,3,64,25
420610,2020,101,314,28,810,175,23,19,1250,0,0,31,8
420610,2021,152,623,53,1376,515,60,35,2045,41,0,66,120
420610,2022,20,61,10,113,38,4,8,439,19,0,12,35
420620,2016,8,179,12,429,2,1,2,195,0,2,11,12
420620,2017,98,192,20,207,5,4,5,1177,0,2,16,62
420620,2018,117,213,69,247,14,16,9,2013,0,2,34,192
420620,2019,112,289,59,445,155,50,20,2948,1,3,37,185
420620,2020,55,353,26,594,183,31,13,1551,0,0,5,1
420620,2021,115,882,69,1276,291,13,34,4857,0,6,11,73
420620,2022,11,134,6,243,43,0,2,355,0,1,0,10
420630,2014,0,3,0,15,3,0,0,3,0,0,0,0
420630,2015,4,6,1,15,14,50,0,102,0,1,0,0
420630,2016,281,2688,432,8896,2446,769,197,4759,0,24,467,640
420630,2017,361,2021,247,6511,1244,253,85,5916,10,72,610,667
420630,2018,287,2216,286,6415,1566,250,80,7264,11,33,500,560
420630,2019,111,452,37,937,170,67,4,1545,0,9,166,168
420630,2020,72,467,22,632,49,12,8,1978,0,5,108,105
420630,2021,57,454,16,659,52,15,20,2540,1,3,312,376
420630,2022,13,181,5,459,31,17,5,551,1,1,43,52
420640,2015,6,124,10,833,21,35,27,721,0,0,3,119
420640,2016,27,512,29,2607,96,52,40,2451,3,0,86,552
420640,2017,57,652,30,3197,474,103,17,2390,1,1,176,522
420640,2018,52,460,29,2259,334,67,21,1279,0,0,83,146
420640,2019,79,407,44,1561,125,76,34,1364,5,0,52,5
420640,2020,95,584,60,1973,51,26,43,1128,6,0,6,1
420640,2021,60,489,59,1644,234,22,22,753,4,14,51,1
420640,2022,12,81,6,251,15,1,5,147,0,0,1,0
420650,2015,21,291,13,688,17,1,14,503,0,143,1,0
420650,2016,48,658,56,1679,49,33,30,709,1,188,15,7
420650,2017,69,624,36,1447,123,69,43,952,1,20,78,136
420650,2018,102,585,83,1610,243,119,56,1352,1,28,195,211
420650,2019,111,696,47,1630,442,111,43,1212,11,28,208,519
420650,2020,140,1459,85,3434,713,260,71,4127,2,60,451,1375
420650,2021,220,3223,188,7840,1766,367,135,6519,2,274,924,2657
420650,2022,12,172,11,443,141,30,10,583,1,15,39,93
420660,2015,7,51,6,162,104,7,0,38,0,0,115,121
420660,2016,88,194,23,736,318,8,18,208,2,0,251,241
420660,2017,816,122,23,1242,268,4,10,330,0,1,99,91
420660,2018,110,70,9,476,5,2,7,353,0,0,53,10
420660,2019,84,71,26,602,46,10,61,480,0,0,155,128
420660,2020,49,51,16,311,157,10,58,417,6,0,21,13
420660,2021,83,120,70,468,156,2,92,1130,9,0,7,5
420660,2022,4,20,3,39,14,0,6,150,0,0,2,1
420665,2014,0,0,0,0,0,0,0,0,0,0,0,5
420665,2015,0,0,0,0,1,2,0,11,0,0,0,0
420665,2016,2,10,1,6,3,2,31,334,1,1,1,10
420665,2017,9,68,12,153,5,14,30,543,0,1,6,1
420665,2018,20,48,16,83,4,1,15,448,0,0,7,3
420665,2019,64,95,40,357,153,13,29,826,1,1,1,1
420665,2020,20,52,5,138,28,5,25,624,0,0,16,2
420665,2021,32,363,19,915,35,25,31,1083,1,0,143,411
420665,2022,20,239,17,768,4,35,21,177,0,0,6,10
420670,2015,15,296,46,795,65,30,18,538,0,4,5,20
420670,2016,124,1052,177,3079,157,72,75,2015,1,18,65,154
420670,2017,149,1139,193,2657,144,66,73,2422,2,6,54,124
420670,2018,114,1001,190,2277,108,61,78,1896,2,18,14,201
420670,2019,140,1993,217,3145,161,63,65,2752,2,4,26,179
420670,2020,181,1555,158,1970,184,88,107,3636,0,14,48,112
420670,2021,218,1852,249,2872,327,105,76,5236,1,7,156,48
420670,2022,17,275,24,289,46,5,7,555,0,0,8,0
420675,2015,0,0,0,2,0,0,0,1,0,0,0,1
420675,2016,0,1,0,0,0,1,0,0,0,0,0,2
420675,2017,0,0,2,3,1,0,0,3,0,0,0,153
420675,2018,0,0,0,0,0,0,0,0,0,0,0,26
420675,2019,7,83,12,189,7,1,5,453,0,0,19,5
420675,2020,0,86,27,153,4,3,4,1094,0,0,56,18
420675,2021,18,150,32,381,20,9,9,930,0,0,72,199
420675,2022,0,11,2,31,4,0,0,75,1,0,3,8
420680,2015,0,0,0,2,0,0,0,0,0,0,0,0
420680,2016,0,1,0,1,0,0,0,0,0,0,0,0
420680,2017,58,123,23,431,120,28,13,212,0,2,3,28
420680,2018,17,40,9,210,56,11,6,248,0,0,47,163
420680,2019,41,57,109,131,5,10,8,479,0,2,69,132
420680,2020,36,136,84,299,70,45,28,797,1,0,66,155
420680,2021,68,351,24,927,137,17,28,748,0,1,2,1
420680,2022,3,10,0,12,3,0,4,47,0,0,0,0
420690,2013,0,0,0,0,0,0,0,17,0,0,0,0
420690,2015,0,3,0,1,18,0,0,205,0,0,0,0
420690,2016,100,1298,108,3392,382,166,34,1828,0,2,198,417
420690,2017,96,1535,97,3928,514,188,33,2383,0,4,489,408
420690,2018,163,2424,154,5516,1108,363,54,3625,0,1,506,456
420690,2019,97,1637,92,3775,1107,360,54,2980,0,7,433,283
420690,2020,87,1580,69,3598,582,187,14,3036,0,11,327,378
420690,2021,121,2276,101,5384,480,122,29,3647,0,3,343,532
420690,2022,9,161,14,359,32,11,7,215,0,1,27,17
420700,2015,69,254,21,664,17,8,3,719,2,2,7,12
420700,2016,1156,5757,253,10106,473,165,73,14021,27,66,673,1246
420700,2017,972,3670,180,6346,660,143,66,12463,12,41,887,2183
420700,2018,1081,4253,143,7093,509,134,69,15508,13,68,900,2057
420700,2019,432,2896,173,3301,382,135,51,8154,6,102,592,1571
420700,2020,257,1752,94,1708,230,69,26,5888,5,30,291,867
420700,2021,744,12900,239,30478,486,202,63,10715,7,21,471,1478
420700,2022,61,3531,26,9878,92,28,8,1271,1,4,91,196
420710,2016,118,546,42,1381,489,123,44,2447,0,8,76,102
420710,2017,107,382,44,922,230,93,26,1649,2,3,28,29
420710,2018,130,504,152,1689,258,37,26,3238,1,27,19,148
420710,2019,78,668,57,1301,92,18,20,3128,5,77,61,493
420710,2020,83,823,57,2045,72,37,42,3504,0,84,13,340
420710,2021,199,4242,97,13289,286,151,97,7988,4,27,52,948
420710,2022,7,1017,12,2937,39,3,9,697,0,4,4,114
420720,2015,0,21,2,44,0,0,0,53,0,0,0,0
420720,2016,159,1784,193,4025,583,130,48,3451,1,3,92,92
420720,2017,184,1591,88,5166,353,120,41,4506,0,3,119,158
420720,2018,214,1438,82,4624,503,62,37,5178,0,5,144,196
420720,2019,144,661,22,1834,377,29,14,2048,0,1,86,239
420720,2020,35,896,55,2642,348,49,28,4121,1,26,131,419
420720,2021,54,3840,30,10252,472,54,22,4544,3,10,161,750
420720,2022,12,1166,8,3054,27,3,3,717,0,3,22,138
420730,2016,2,3429,13,2581,39,11,3,559,0,5,245,608
420730,2017,31,412,120,687,94,116,17,662,1,16,433,1450
420730,2018,48,791,94,814,316,132,32,1461,1,3,570,1569
420730,2019,234,1546,196,2661,780,313,110,3616,0,40,695,1737
420730,2020,218,1247,182,2236,421,188,87,5488,0,17,517,1002
420730,2021,367,3480,247,6878,1450,335,149,7351,5,15,1354,2966
